fecha_dia,fecha_mes,fecha_año,precipitacion,temp_max,temp_min,vel_viento,tipo
15,1,2015,9.7,7.8,1.1,3.2,3
16,1,2015,0.0,11.7,5.6,4.5,1
17,1,2015,26.2,13.3,3.3,2.8,3
18,1,2015,21.3,13.9,7.2,6.6,3
19,1,2015,0.5,10.0,6.1,2.8,3
20,1,2015,0.0,10.0,3.3,3.0,1
21,1,2015,0.0,7.2,-0.5,1.3,1
22,1,2015,0.8,9.4,6.1,1.3,3
23,1,2015,5.8,12.2,8.3,2.6,3
24,1,2015,0.5,14.4,11.1,3.3,3
25,1,2015,0.0,17.2,7.2,1.4,1
26,1,2015,0.0,16.1,6.1,2.2,1
27,1,2015,0.8,11.1,8.3,2.0,3
28,1,2015,0.0,12.2,5.0,1.8,1
29,1,2015,0.0,12.2,3.3,2.9,0
30,1,2015,0.0,8.3,1.1,0.8,1
31,1,2015,0.0,7.2,3.3,1.9,1
2,1,2015,1.5,9.4,4.4,2.6,3
2,2,2015,7.4,11.1,5.0,4.0,3
2,3,2015,1.3,10.0,5.6,1.9,3
2,4,2015,8.4,10.6,4.4,1.7,3
2,5,2015,26.2,13.3,8.3,4.6,3
2,6,2015,17.3,14.4,10.0,4.5,3
2,7,2015,23.6,12.2,9.4,4.6,3
2,8,2015,3.6,15.0,8.3,3.9,3
2,9,2015,6.1,13.3,8.3,2.5,3
2,10,2015,0.3,12.8,8.3,4.0,3
2,11,2015,0.0,12.8,5.6,1.0,1
2,12,2015,1.0,16.7,9.4,2.1,3
13,2,2015,0.0,15.6,6.7,1.7,1
14,2,2015,0.3,14.4,6.7,2.9,3
15,2,2015,0.0,12.2,3.9,4.8,0
16,2,2015,0.0,15.0,5.6,6.6,1
17,2,2015,0.0,16.1,4.4,4.0,0
18,2,2015,0.0,12.2,4.4,2.6,0
19,2,2015,4.6,10.6,8.3,2.2,3
20,2,2015,0.8,11.1,7.2,0.9,3
21,2,2015,0.0,12.2,5.6,4.5,0
22,2,2015,0.0,11.7,3.3,4.2,0
23,2,2015,0.0,12.8,0.6,1.4,0
24,2,2015,0.0,11.1,2.2,1.5,0
25,2,2015,4.1,10.0,6.7,1.0,3
26,2,2015,9.4,11.7,7.8,1.4,3
27,2,2015,18.3,10.0,6.7,4.0,3
28,2,2015,0.0,12.2,3.3,5.1,0
3,1,2015,0.0,11.1,1.1,2.2,0
3,2,2015,0.0,11.1,4.4,4.8,0
3,3,2015,0.0,10.6,0.0,2.1,0
3,4,2015,0.0,12.8,-0.5,1.8,0
3,5,2015,0.0,13.3,2.8,1.3,0
3,6,2015,0.0,15.0,3.3,1.4,0
3,7,2015,0.0,16.7,3.9,2.7,1
3,8,2015,0.0,17.2,3.9,1.7,1
3,9,2015,0.0,14.4,4.4,1.8,1
3,10,2015,0.8,13.3,5.0,2.6,3
3,11,2015,2.5,14.4,8.9,3.1,3
3,12,2015,0.0,17.8,9.4,3.2,0
13,3,2015,2.0,17.2,7.8,2.2,3
14,3,2015,17.0,13.9,9.4,3.8,3
15,3,2015,55.9,10.6,6.1,4.2,3
16,3,2015,1.0,13.9,6.1,3.0,3
17,3,2015,0.8,13.3,4.4,2.6,3
18,3,2015,0.0,15.6,7.2,2.5,0
19,3,2015,0.0,15.6,8.3,1.9,0
20,3,2015,4.1,13.9,8.9,1.9,3
21,3,2015,3.8,13.3,8.3,4.7,3
22,3,2015,1.0,11.7,6.1,2.3,3
23,3,2015,8.1,11.1,5.6,2.8,3
24,3,2015,7.6,12.8,6.1,3.9,3
25,3,2015,5.1,14.4,7.2,4.4,3
26,3,2015,0.0,20.6,10.0,2.2,0
27,3,2015,1.0,18.3,8.9,4.0,3
28,3,2015,0.0,15.6,9.4,5.7,0
29,3,2015,0.0,15.6,8.9,3.0,0
30,3,2015,1.8,17.8,10.6,2.9,3
31,3,2015,1.0,12.8,6.1,4.2,3
4,1,2015,5.1,12.8,5.6,3.2,3
4,2,2015,0.0,13.3,5.6,2.4,0
4,3,2015,1.5,11.1,5.0,3.6,3
4,4,2015,0.0,12.8,3.9,1.7,0
4,5,2015,0.0,16.7,2.8,2.4,0
4,6,2015,1.0,13.9,6.7,3.5,3
4,7,2015,0.5,14.4,6.7,3.9,3
4,8,2015,0.0,17.2,6.1,1.7,0
4,9,2015,0.0,17.2,6.1,2.3,0
4,10,2015,10.9,13.9,7.8,4.6,3
4,11,2015,0.0,11.7,5.6,6.5,0
4,12,2015,0.0,13.3,5.6,3.6,0
13,4,2015,14.0,11.7,3.9,3.6,3
14,4,2015,3.3,11.7,2.8,3.3,3
15,4,2015,0.0,13.9,3.3,2.4,0
16,4,2015,0.0,17.8,3.9,3.1,0
17,4,2015,0.0,18.9,6.1,3.6,0
18,4,2015,0.0,18.9,8.3,3.9,0
19,4,2015,0.0,21.1,8.3,3.6,0
20,4,2015,0.0,22.8,7.8,2.6,0
21,4,2015,5.6,17.2,6.7,3.4,3
22,4,2015,0.0,15.6,5.0,2.3,0
23,4,2015,3.0,12.2,6.7,4.1,3
24,4,2015,3.3,12.2,6.1,5.0,3
25,4,2015,1.3,13.3,5.6,3.0,3
26,4,2015,0.0,15.6,4.4,2.7,1
27,4,2015,0.3,25.0,10.6,2.3,3
28,4,2015,1.8,15.6,8.9,4.3,3
29,4,2015,0.0,16.1,7.2,4.7,0
30,4,2015,0.0,17.2,7.8,2.1,0
5,1,2015,0.0,18.3,8.9,3.7,0
5,2,2015,0.0,18.3,7.8,3.7,0
5,3,2015,0.0,20.6,7.8,2.6,0
5,4,2015,0.0,17.2,7.2,5.2,0
5,5,2015,6.1,14.4,7.2,5.1,3
5,6,2015,0.0,16.7,7.2,2.6,1
5,7,2015,0.0,20.6,6.1,3.0,0
5,8,2015,0.0,23.9,8.3,3.0,0
5,9,2015,0.0,26.7,9.4,2.6,0
5,10,2015,0.0,19.4,11.1,2.8,0
5,11,2015,0.0,13.9,10.0,2.5,1
5,12,2015,4.3,15.6,10.6,3.3,3
13,5,2015,4.1,12.2,10.0,2.8,3
14,5,2015,0.3,17.8,9.4,2.0,3
15,5,2015,0.0,20.0,9.4,2.8,1
16,5,2015,0.0,15.6,11.1,3.0,0
17,5,2015,0.0,19.4,10.6,2.1,0
18,5,2015,0.0,25.6,12.2,3.0,0
19,5,2015,0.0,21.7,11.7,2.6,0
20,5,2015,0.0,23.3,10.6,1.8,1
21,5,2015,0.0,25.6,11.7,2.1,0
22,5,2015,0.0,16.7,11.7,3.7,0
23,5,2015,0.0,16.1,11.7,2.6,0
24,5,2015,0.0,17.8,11.1,2.7,0
25,5,2015,0.0,15.6,11.1,2.7,0
26,5,2015,0.0,21.7,11.7,2.1,0
27,5,2015,0.0,24.4,11.7,1.8,0
28,5,2015,0.0,27.8,12.2,2.1,0
29,5,2015,0.0,26.1,12.8,2.5,0
30,5,2015,0.0,22.8,10.0,2.5,0
31,5,2015,0.0,25.0,11.7,2.2,0
6,1,2015,4.6,16.1,11.7,3.4,3
6,2,2015,0.5,17.8,12.8,5.0,3
6,3,2015,0.0,20.0,11.7,3.0,0
6,4,2015,0.0,22.8,11.7,3.9,0
6,5,2015,0.0,26.7,12.8,4.3,0
6,6,2015,0.0,29.4,13.3,2.6,0
6,7,2015,0.0,31.1,15.6,3.2,0
6,8,2015,0.0,30.6,14.4,3.5,0
6,9,2015,0.0,28.9,14.4,2.7,0
6,10,2015,0.0,25.6,11.1,3.0,0
6,11,2015,0.0,24.4,11.1,3.5,0
6,12,2015,0.0,20.0,11.7,2.3,0
13,6,2015,0.0,23.9,9.4,2.6,0
14,6,2015,0.0,27.8,11.7,3.7,0
15,6,2015,0.0,30.0,16.1,3.5,2
16,6,2015,0.0,22.8,11.1,3.0,0
17,6,2015,0.0,25.0,11.1,3.1,0
18,6,2015,0.0,24.4,13.9,3.0,0
19,6,2015,0.5,23.9,13.3,3.2,3
20,6,2015,0.0,25.0,12.8,4.3,0
21,6,2015,0.0,25.6,13.9,3.4,0
22,6,2015,0.0,25.0,12.8,2.4,0
23,6,2015,0.0,26.1,11.7,2.4,0
24,6,2015,0.0,25.6,16.1,2.6,0
25,6,2015,0.0,30.6,15.6,3.0,0
26,6,2015,0.0,31.7,17.8,4.7,0
27,6,2015,0.0,33.3,17.2,3.9,0
28,6,2015,0.3,28.3,18.3,2.1,3
29,6,2015,0.0,28.9,17.2,2.7,0
30,6,2015,0.0,30.6,15.0,3.4,1
7,1,2015,0.0,32.2,17.2,4.3,0
7,2,2015,0.0,33.9,17.8,3.4,0
7,3,2015,0.0,33.3,17.8,2.6,0
7,4,2015,0.0,33.3,15.0,2.9,0
7,5,2015,0.0,32.8,16.7,2.1,0
7,6,2015,0.0,29.4,15.6,3.2,2
7,7,2015,0.0,27.2,13.9,2.4,0
7,8,2015,0.0,30.0,14.4,1.9,2
7,9,2015,0.0,28.9,14.4,3.4,0
7,10,2015,0.0,21.1,16.7,3.7,0
7,11,2015,0.0,22.2,16.7,3.0,0
7,12,2015,0.0,26.1,16.7,2.2,0
13,7,2015,0.0,25.6,16.1,3.1,0
14,7,2015,0.0,27.8,16.1,3.3,0
15,7,2015,0.0,26.1,14.4,3.2,0
16,7,2015,0.0,26.1,15.0,2.8,0
17,7,2015,0.0,27.8,13.9,3.3,0
18,7,2015,0.0,33.3,17.8,3.4,0
19,7,2015,0.0,35.0,17.2,3.3,0
20,7,2015,0.0,26.7,16.7,3.9,0
21,7,2015,0.0,23.9,15.0,2.4,0
22,7,2015,0.0,23.9,13.9,2.8,0
23,7,2015,0.0,26.1,14.4,1.9,0
24,7,2015,0.3,22.8,13.3,3.8,3
25,7,2015,0.0,21.1,14.4,2.4,1
26,7,2015,2.0,22.2,13.9,2.6,3
27,7,2015,0.0,23.3,12.2,1.9,1
28,7,2015,0.0,27.8,13.9,3.4,0
29,7,2015,0.0,32.2,14.4,3.8,0
30,7,2015,0.0,34.4,17.2,3.5,0
31,7,2015,0.0,34.4,17.8,2.6,0
8,1,2015,0.0,33.3,15.6,3.1,0
8,2,2015,0.0,30.6,16.1,2.0,0
8,3,2015,0.0,28.3,17.2,2.3,0
8,4,2015,0.0,26.1,14.4,2.6,1
8,5,2015,0.0,23.3,12.2,3.5,0
8,6,2015,0.0,25.0,15.0,2.9,0
8,7,2015,0.0,28.3,15.6,3.7,0
8,8,2015,0.0,25.0,15.6,3.6,1
8,9,2015,0.0,28.3,15.0,2.2,0
8,10,2015,0.0,28.9,16.1,2.4,0
8,11,2015,0.0,30.0,16.7,4.4,0
8,12,2015,7.6,28.3,16.7,2.7,3
13,8,2015,0.0,28.3,15.6,2.2,0
14,8,2015,30.5,18.3,15.0,5.2,3
15,8,2015,0.0,21.7,13.9,3.7,0
16,8,2015,0.0,25.0,14.4,3.7,0
17,8,2015,0.0,27.2,13.9,3.0,0
18,8,2015,0.0,30.0,15.0,3.0,0
19,8,2015,0.0,31.7,16.1,2.1,2
20,8,2015,2.0,22.8,14.4,4.2,3
21,8,2015,0.0,22.2,14.4,2.6,0
22,8,2015,0.0,26.7,12.2,2.5,2
23,8,2015,0.0,27.8,13.9,1.8,2
24,8,2015,0.0,23.9,12.2,2.3,0
25,8,2015,0.0,25.6,12.2,3.4,0
26,8,2015,0.0,28.3,13.9,1.7,0
27,8,2015,0.0,29.4,14.4,2.1,0
28,8,2015,0.5,23.3,15.6,2.6,3
29,8,2015,32.5,22.2,13.3,5.8,3
30,8,2015,10.2,20.0,12.8,4.7,3
31,8,2015,0.0,18.9,16.1,5.8,0
9,1,2015,5.8,19.4,13.9,5.0,3
9,2,2015,0.0,19.4,11.1,3.8,0
9,3,2015,0.0,18.3,10.6,2.9,0
9,4,2015,0.0,18.3,10.0,2.9,0
9,5,2015,0.3,20.6,8.9,3.5,3
9,6,2015,5.3,16.1,11.7,2.4,3
9,7,2015,0.3,21.1,13.3,1.5,3
9,8,2015,0.0,22.8,13.3,2.4,0
9,9,2015,0.0,24.4,13.9,3.3,0
9,10,2015,0.0,25.0,14.4,3.6,1
9,11,2015,0.0,27.2,15.0,3.1,0
9,12,2015,0.0,26.7,14.4,2.1,0
13,9,2015,0.5,20.6,12.8,3.0,3
14,9,2015,0.0,16.7,10.6,3.4,0
15,9,2015,0.0,17.8,10.0,2.8,0
16,9,2015,1.0,20.0,10.0,1.9,3
17,9,2015,1.8,18.3,12.8,3.8,3
18,9,2015,0.0,19.4,12.8,2.6,0
19,9,2015,0.0,21.1,14.4,4.3,0
20,9,2015,4.1,22.8,12.2,6.8,3
21,9,2015,0.0,18.3,9.4,2.7,1
22,9,2015,0.0,18.9,7.8,2.0,0
23,9,2015,0.0,20.6,8.3,1.8,0
24,9,2015,0.0,22.2,11.1,2.5,1
25,9,2015,2.0,15.6,12.8,2.6,3
26,9,2015,0.0,18.3,10.0,2.7,0
27,9,2015,0.0,17.8,7.2,3.8,0
28,9,2015,0.0,21.1,9.4,5.1,0
29,9,2015,0.0,21.7,8.9,1.9,0
30,9,2015,0.0,18.3,10.0,1.3,1
10,1,2015,0.0,21.1,9.4,1.3,1
10,2,2015,0.0,15.6,10.0,2.9,1
10,3,2015,0.0,19.4,11.1,4.8,0
10,4,2015,0.0,22.8,10.0,3.7,0
10,5,2015,0.0,23.3,9.4,1.6,0
10,6,2015,0.0,18.3,10.0,2.6,2
10,7,2015,9.9,16.1,13.9,2.2,3
10,8,2015,0.0,18.9,13.3,1.1,1
10,9,2015,0.3,19.4,12.2,2.6,3
10,10,2015,28.7,21.1,13.3,4.7,3
10,11,2015,0.0,17.8,10.6,2.6,0
10,12,2015,4.6,18.3,10.6,2.8,3
13,10,2015,1.3,16.7,9.4,3.2,3
14,10,2015,0.0,15.0,10.0,5.0,1
15,10,2015,0.0,21.1,9.4,3.4,1
16,10,2015,0.0,20.0,8.9,1.3,0
17,10,2015,0.3,19.4,11.7,1.3,3
18,10,2015,3.8,15.0,12.8,2.0,3
19,10,2015,0.3,17.2,12.2,2.6,3
20,10,2015,0.0,17.8,10.6,1.8,1
21,10,2015,0.0,16.1,8.3,1.3,1
22,10,2015,0.0,16.1,8.9,2.7,1
23,10,2015,0.0,12.8,7.2,2.6,1
24,10,2015,0.0,15.0,8.9,2.9,1
25,10,2015,8.9,19.4,8.9,3.4,3
26,10,2015,6.9,12.2,10.0,4.6,3
27,10,2015,0.0,16.1,7.8,1.7,1
28,10,2015,3.3,13.9,11.1,2.8,3
29,10,2015,1.8,15.0,12.2,4.7,3
30,10,2015,19.3,17.2,11.7,6.7,3
31,10,2015,33.0,15.6,11.7,7.2,3
11,1,2015,26.2,12.2,8.9,6.0,3
11,2,2015,0.3,11.1,7.2,2.8,3
11,3,2015,0.8,10.6,5.0,1.4,3
11,4,2015,0.0,10.0,3.3,2.2,0
11,5,2015,1.3,11.7,7.8,2.3,3
11,6,2015,0.0,15.6,8.3,2.7,1
11,7,2015,12.7,12.2,9.4,3.0,3
11,8,2015,6.6,11.1,7.8,1.8,3
11,9,2015,3.3,10.0,5.0,1.3,3
11,10,2015,1.3,11.1,3.9,3.9,3
11,11,2015,1.5,11.1,6.1,4.6,3
11,12,2015,9.9,11.1,5.0,5.1,3
13,11,2015,33.5,13.3,9.4,6.5,3
14,11,2015,47.2,9.4,6.1,4.5,3
15,11,2015,22.4,8.9,2.2,4.1,3
16,11,2015,2.0,8.9,1.7,4.0,3
17,11,2015,29.5,13.3,6.7,8.0,3
18,11,2015,1.5,8.9,3.3,3.8,3
19,11,2015,2.0,8.9,2.8,4.2,3
20,11,2015,0.0,8.3,0.6,4.0,1
21,11,2015,0.0,8.9,0.6,4.7,0
22,11,2015,0.0,10.0,1.7,3.1,1
23,11,2015,3.0,6.7,0.0,1.3,3
24,11,2015,7.1,6.7,2.8,4.5,3
25,11,2015,0.0,7.2,0.0,5.7,0
26,11,2015,0.0,9.4,-1.0,4.3,0
27,11,2015,0.0,9.4,-1.6,3.0,0
28,11,2015,0.0,7.2,-2.7,1.0,0
29,11,2015,0.0,1.7,-2.1,0.9,1
30,11,2015,0.5,5.6,-3.8,1.7,3
12,1,2015,12.2,10.0,3.9,3.5,3
12,2,2015,2.5,10.6,4.4,5.0,3
12,3,2015,12.7,15.6,7.8,5.9,3
12,4,2015,2.0,10.6,6.1,4.7,3
12,5,2015,15.7,10.0,6.1,4.0,3
12,6,2015,11.2,12.8,7.2,5.9,3
12,7,2015,27.4,11.1,8.3,3.4,3
12,8,2015,54.1,15.6,10.0,6.2,3
12,9,2015,13.5,12.2,7.8,6.3,3
12,10,2015,9.4,11.7,6.1,7.5,3
12,11,2015,0.3,9.4,4.4,2.8,3
12,12,2015,16.0,8.9,5.6,5.6,3
13,12,2015,1.3,7.8,6.1,6.1,3
14,12,2015,0.0,7.8,1.7,1.7,0
15,12,2015,1.5,6.7,1.1,2.9,3
16,12,2015,3.6,6.1,2.8,2.3,3
17,12,2015,21.8,6.7,3.9,6.0,3
18,12,2015,18.5,8.9,4.4,5.1,3
19,12,2015,0.0,8.3,2.8,4.1,1
20,12,2015,4.3,7.8,4.4,6.7,3
21,12,2015,27.4,5.6,2.8,4.3,3
22,12,2015,4.6,7.8,2.8,5.0,3
23,12,2015,6.1,5.0,2.8,7.6,3
24,12,2015,2.5,5.6,2.2,4.3,3
25,12,2015,5.8,5.0,2.2,1.5,3
26,12,2015,0.0,4.4,0.0,2.5,0
27,12,2015,8.6,4.4,1.7,2.9,3
28,12,2015,1.5,5.0,1.7,1.3,3
29,12,2015,0.0,7.2,0.6,2.6,1
30,12,2015,0.0,5.6,-1.0,3.4,0
31,12,2015,0.0,5.6,-2.1,3.5,0
